sample,SF,extractant,abbreviation,[extracant]_M,org_ligand,[org_ligand]_M,organic_diluent,acid,[acid]_M,T_K,contact_time,contact_time_units,additional_info
Am/Sm,4.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/Eu,4.4,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/Gd,6.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/La,12.5,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Ce,5.8,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Pr,4.3,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Nd,3.5,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Sm,3.6,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Eu,5.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Gd,8.3,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/La,700.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Ce,59.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Pm,18.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Nd,8.1,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Sm,1.8,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Eu,1.6,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Gd,4.4,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/La,530.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Ce,120.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Pm,19.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Nd,8.6,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Sm,2.8,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Eu,2.3,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Gd,3.4,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/La,185.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Ce,93.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Pm,43.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Nd,18.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Sm,2.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Eu,1.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Gd,1.5,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (ortho)",Et(o)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/La,4.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/Ce,4.4,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/Pr,3.5,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/Nd,4.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/Sm,4.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/Eu,4.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/Gd,5.8,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,2.0,294.15,3,min,
Am/La,2.7,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Ce,3.5,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Pr,3.4,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Nd,3.9,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Sm,4.3,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Eu,5.7,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/Gd,8.5,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.2,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,
Am/La,1000.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Ce,130.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Pm,33.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Nd,10.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Sm,1.2,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Eu,0.8,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Gd,3.6,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/La,115.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Ce,80.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Pm,24.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Nd,10.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Sm,2.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Eu,1.7,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Gd,2.5,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,3.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/La,45.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Ce,29.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Pm,23.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Nd,13.0,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Sm,1.9,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Eu,0.8,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am/Gd,0.7,"N,N'-diethyl-N,N'-ditolyl-dipicolinamide (para)",Et(p)TDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,5.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
Am(III)/Eu(III),5.0,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.0032,NEA80,0.5,Kerosene,HNO3,0.01,293.15,30,min,
Am(III)/Eu(III),5.0,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.03,NEA80,1.0,,HNO3,0.01,,,,
Am(III)/Eu(III),5.85,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.01,293.15,30,min,
Am(III)/Eu(III),6.32,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.02,293.15,30,min,
Am(III)/Eu(III),4.15,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.05,293.15,30,min,
Am(III)/Eu(III),3.17,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.07,293.15,30,min,
Am(III)/Eu(III),1.53,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.1,293.15,30,min,
Am(III)/Eu(III),5.52,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.01,293.15,10,min,
Am(III)/Eu(III),6.33,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.05,293.15,10,min,
Am(III)/Eu(III),3.83,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.1,293.15,10,min,
Am(III)/Eu(III),0.67,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.5,293.15,10,min,
Am(III)/Eu(III),0.17,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,0.7,293.15,10,min,
Am(III)/Eu(III),0.3,"2,6-bis(4-ethylpyridazinyl)pyridine",Et-BDP,0.032,NEA80,0.5,Kerosene,HNO3,1.0,293.15,10,min,
Am(III)/Eu(III),160.0,"2,6'-bis(tetraethyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",EtBTBP,0.068,,,Tetrachloroethane,HNO3,1.0,298.15,60,min,
Am/Cm,2.02,di-2-ethylhexyl-phosphoric acid,HDEHP,0.45,DMDOHEMA,0.6,hydrogenated tetrapropene,HNO3,5.0,298.15,30,min,70 mM TEDGA; 0.3 mM Nd
Am/Cm,2.03,di-2-ethylhexyl-phosphoric acid,HDEHP,0.45,DMDOHEMA,0.6,hydrogenated tetrapropene,HNO3,5.0,298.15,30,min,70 mM TEDGA; 0 mM Nd
Am/Cm,2.3,di-2-ethylhexyl-phosphoric acid,HDEHP,0.45,DMDOHEMA,0.6,hydrogenated tetrapropene,HNO3,5.0,298.15,30,min,70 mM TEDGA; 10.3 mM Nd
Am/Cm,2.44,di-2-ethylhexyl-phosphoric acid,HDEHP,0.45,DMDOHEMA,0.6,hydrogenated tetrapropene,HNO3,5.0,298.15,30,min,70 mM TEDGA; 19.6 mM Nd
Am/Cm,2.33,di-2-ethylhexyl-phosphoric acid,HDEHP,0.45,DMDOHEMA,0.6,hydrogenated tetrapropene,HNO3,5.0,298.15,30,min,70 mM TEDGA; 42.6 mM Nd
Am/Cm,1.83,di-2-ethylhexyl-phosphoric acid,HDEHP,0.45,DMDOHEMA,0.6,hydrogenated tetrapropene,HNO3,5.0,298.15,30,min,70 mM TEDGA; 71.9 mM Nd
In/Ga,491.23,di-2-ethylhexyl-phosphoric acid,HDEHP,0.025,,,kerosene,,,298.15,30,min,2 pH
In/Ga,940.35,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,kerosene,,,298.15,30,min,2 pH
In/Ga,996.49,di-2-ethylhexyl-phosphoric acid,HDEHP,0.1,,,kerosene,,,298.15,30,min,2 pH
In/Ga,475.44,di-2-ethylhexyl-phosphoric acid,HDEHP,0.2,,,kerosene,,,298.15,30,min,2 pH
In/Ga,243.86,di-2-ethylhexyl-phosphoric acid,HDEHP,0.025,,,benzene,,,298.15,30,min,2 pH
In/Ga,501.75,di-2-ethylhexyl-phosphoric acid,HDEHP,0.5,,,benzene,,,298.15,30,min,2 pH
In/Ga,198.25,di-2-ethylhexyl-phosphoric acid,HDEHP,0.2,,,benzene,,,298.15,30,min,2 pH
In/Ga,1513.01,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,kerosene,,,298.15,30,min,1.64 pH
In/Ga,1379.18,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,kerosene,,,298.15,30,min,1.74 pH
In/Ga,1147.21,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,kerosene,,,298.15,30,min,1.86 pH
In/Ga,1095.91,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,kerosene,,,298.15,30,min,1.92 pH
In/Ga,1000.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,kerosene,,,298.15,30,min,2 pH
In/Ga,908.55,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,kerosene,,,298.15,30,min,2.07 pH
In/Ga,754.65,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,kerosene,,,298.15,30,min,2.16 pH
In/Ga,814.87,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,benzene,,,298.15,30,min,1.66 pH
Yb/Tm,2.29,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HCl,5.0,,,,0.15-0.27M Rare-Earth Element (>99.9% initial heavier element)
Yb/Tm,3.29,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HCl,5.0,,,,0.22M Rare-Earth Element (70.0% initial heavier element)
Yb/Tm,3.58,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HCl,5.0,,,,0.21M Rare-Earth Element (30.0% initial heavier element)
Yb/Tm,5.5,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HCl,5.0,,,,0.12-0.25M Rare-Earth Element (<0.1% initial heavier element)
Yb/Tm,1.78,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HCl,6.0,,,,0.10-0.24M Rare-Earth Element (>99.9% initial heavier element)
Lu/Yb,1.53,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HCl,5.0,,,,0.13-0.16M Rare-Earth Element (>99.9% initial heavier element)
Lu/Yb,2.61,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HCl,5.0,,,,0.12-0.20M Rare-Earth Element (<0.1% initial heavier element)
Lu/Yb,1.23,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HCl,5.0,,,,0.17-0.21M Rare-Earth Element (>99.9% initial heavier element)
Tm/Er,2.14,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HNO3,6.0,,,,0.13M Rare-Earth Element (>99.9% initial heavier element)
Tm/Er,2.05,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HNO3,5.0,,,,0.20M Rare-Earth Element (>99.9% initial heavier element)
Yb/Tm,2.29,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HNO3,5.0,,,,0.14M Rare-Earth Element (>99.9% initial heavier element)
Yb/Tm,1.81,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HNO3,5.0,,,,0.17M Rare-Earth Element (>99.9% initial heavier element)
Yb/Tm,1.78,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HNO3,5.0,,,,0.21M Rare-Earth Element (>99.9% initial heavier element)
Yb/Tm,4.2,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,Dodecane,HNO3,5.0,,,,0.11-0.20M Rare-Earth Element (<0.1% initial heavier element)
Sc/Ti(IV),1200.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,,HCl,5.0,,,,
Sc/Fe(III),1700.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,,HCl,5.0,,,,
Sc/Al(III),3800.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,,HCl,5.0,,,,
Sc/La(III),1500.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,,HCl,5.0,,,,
Sc/Mn(II),880.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,,HCl,5.0,,,,
Sc/V(V),2100.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.05,,,,HCl,5.0,,,,
Sc(III)/Fe(III),1040.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,0.5,,,,
Sc(III)/Fe(III),1230.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,0.9,,,,
Sc(III)/Fe(III),1100.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,1.4,,,,
Sc(III)/Fe(III),1300.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,2.0,,,,
Sc(III)/Fe(III),1340.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,2.6,,,,
Sc(III)/Fe(III),1230.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,3.1,,,,
Sc(III)/Fe(III),1480.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,3.5,,,,
Sc(III)/Fe(III),1730.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,3.7,,,,
Sc(III)/Fe(III),3170.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,4.0,,,,
Sc(III)/Fe(III),3120.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,4.5,,,,
Sc/Mn,2300.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,0.5,,,,
Sc/Mn,2200.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,0.9,,,,
Sc/Mn,2060.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,1.4,,,,
Sc/Mn,2050.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,2.0,,,,
Sc/Mn,3330.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,2.6,,,,
Sc/Mn,4460.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,3.1,,,,
Sc/Mn,5260.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,3.5,,,,
Sc/Mn,6110.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,3.7,,,,
Sc/Mn,7660.0,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,4.0,,,,
Sc/Mn,8189.999999999999,di-2-ethylhexyl-phosphoric acid,HDEHP,,,,,HCl,4.5,,,,
Y(III)/Dy(III),4.39,di-2-ethylhexyl-phosphoric acid,HDEHP,0.015,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Dy(III),4.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.03,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Dy(III),4.49,di-2-ethylhexyl-phosphoric acid,HDEHP,0.06,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Dy(III),4.59,di-2-ethylhexyl-phosphoric acid,HDEHP,0.09,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Dy(III),4.38,di-2-ethylhexyl-phosphoric acid,HDEHP,0.15,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Nd(III),533.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.015,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Nd(III),64.8,di-2-ethylhexyl-phosphoric acid,HDEHP,0.03,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Nd(III),167.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.06,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Nd(III),771.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.09,,,n-Heptane,,,297.15,20,min,pH 1
Y(III)/Nd(III),1340.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.15,,,n-Heptane,,,297.15,20,min,pH 1
Dy(III)/Nd(III),121.0,di-2-ethylhexyl-phosphoric acid,HDEHP,0.015,,,n-Heptane,,,297.15,20,min,pH 1
Dy(III)/Nd(III),16.2,di-2-ethylhexyl-phosphoric acid,HDEHP,0.03,,,n-Heptane,,,297.15,20,min,pH 1
Dy(III)/Nd(III),37.2,di-2-ethylhexyl-phosphoric acid,HDEHP,0.06,,,n-Heptane,,,297.15,20,min,pH 1
