sample,SF,extractant,abbreviation,[extracant]_M,org_ligand,[org_ligand]_M,organic_diluent,acid,[acid]_M,T_K,contact_time,contact_time_units,additional_info
Am/Eu,31.2,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.5,TBP,0.25,toluene,HNO3,0.2,294.15,10,min,
Am/Eu,28.1,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.5,TBP,0.25,toluene,HNO3,0.4,294.15,10,min,
Am/Eu,27.9,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.5,TOPO,0.25,toluene,HNO3,0.2,294.15,10,min,
Am/Eu,25.1,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.5,TOPO,0.25,toluene,HNO3,0.4,294.15,10,min,
Am/Eu,182.0,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.5,,,toluene,HNO3,0.4,294.15,10,min,
Am/Eu,6.0,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.25,TOPO,0.25,toluene,HNO3,0.4,294.15,10,min,
Am/Eu,27.0,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.5,TOPO,0.25,toluene,HNO3,0.4,294.15,10,min,
Am/Eu,53.0,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.75,TOPO,0.25,toluene,HNO3,0.4,294.15,10,min,
Am/Eu,88.0,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,1.0,TOPO,0.25,toluene,HNO3,0.4,294.15,10,min,
Am(III)/Cm(III),13.33,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.053,,15,min,0.25M NaNO3
Am(III)/Cm(III),10.78,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.078,,15,min,0.25M NaNO3
Am(III)/Cm(III),8.94,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.152,,15,min,0.25M NaNO3
Am(III)/Cm(III),9.32,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.196,,15,min,0.25M NaNO3
Am(III)/Cm(III),0.96,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.298,,15,min,0.25M NaNO3
Am(III)/Cm(III),6.34,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.5,,15,min,0.25M NaNO3
Am(III)/Cm(III),11.05,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.053,,15,min,0.5M NaNO3
Am(III)/Cm(III),9.76,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.078,,15,min,0.5M NaNO3
Am(III)/Cm(III),9.35,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.103,,15,min,0.5M NaNO3
Am(III)/Cm(III),9.15,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.154,,15,min,0.5M NaNO3
Am(III)/Cm(III),6.96,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.2,,15,min,0.5M NaNO3
Am(III)/Cm(III),7.25,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.3,,15,min,0.5M NaNO3
Am(III)/Cm(III),5.47,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.498,,15,min,0.5M NaNO3
Am(III)/Cm(III),10.0,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.053,,15,min,1M NaNO3
Am(III)/Cm(III),9.21,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.079,,15,min,1M NaNO3
Am(III)/Cm(III),9.18,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.1,,15,min,1M NaNO3
Am(III)/Cm(III),10.23,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.154,,15,min,1M NaNO3
Am(III)/Cm(III),7.39,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.2,,15,min,1M NaNO3
Am(III)/Cm(III),5.29,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.312,,15,min,1M NaNO3
Am(III)/Cm(III),4.3,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.49,,15,min,1M NaNO3
Am(III)γ/Eu(III)γ,637.0,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.13,,15,min,0.5M NaNO3
Am(III)α/Cm(III)α,7.3,bis(chlorophenyl)dithiophosphinic acid,(ClPh)2PSSH,0.4,TEHP,0.15,"tert-butyl benzene/iso-octane, 20%",HNO3,0.13,,15,min,0.5M NaNO3
Am(III)/Eu(III),1.14,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,0.1,298.15,1,min,
Am(III)/Eu(III),1.11,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,0.25,298.15,1,min,
Am(III)/Eu(III),1.16,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),1.39,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,1.0,298.15,1,min,
Am(III)/Eu(III),1.7,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,2.0,298.15,1,min,
Am(III)/Eu(III),1.73,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.7,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,4.0,298.15,1,min,
Am(III)/Eu(III),1.41,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,6.0,298.15,1,min,
Am(III)/Eu(III),1.04,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.05,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),1.03,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.1,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),1.04,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.2,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),1.2,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),0.95,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.05,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.2,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.1,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.41,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.2,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.7,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am/Fe,27.0,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Y,3.0,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Zr,0.3,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Mo,2.3,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Tc,10.0,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Ru,80.0,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Rh,180.0,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Pd,20.0,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/La,3.7,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Ce,2.1,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Pr,1.6,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Nd,1.6,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Sm,1.4,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Eu,1.4,"2-ethylhexyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",2-EHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.02,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,0.1,298.15,1,min,
Am(III)/Eu(III),1.03,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,0.25,298.15,1,min,
Am(III)/Eu(III),1.04,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),1.12,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,1.0,298.15,1,min,
Am(III)/Eu(III),1.31,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,2.0,298.15,1,min,
Am(III)/Eu(III),1.42,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.42,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,4.0,298.15,1,min,
Am(III)/Eu(III),1.21,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.5,,,Diethylbenzene,HNO3,6.0,298.15,1,min,
Am/Fe,60.0,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Y,3.0,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Zr,0.36,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Mo,2.0,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Tc,90.0,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Ru,360.0,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Rh,450.0,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Pd,36.0,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/La,3.6,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Ce,1.8,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Pr,1.3,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Nd,1.3,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Sm,1.1,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Eu,1.1,"6-methylheptyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",6-MHɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.54,"6-methylheptyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",6-MHɸDECMPO,0.5,,,Diethylbenzene,HNO3,0.1,298.15,1,min,
Am(III)/Eu(III),1.56,"6-methylheptyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",6-MHɸDECMPO,0.5,,,Diethylbenzene,HNO3,0.25,298.15,1,min,
Am(III)/Eu(III),1.67,"6-methylheptyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",6-MHɸDECMPO,0.5,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),1.76,"6-methylheptyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",6-MHɸDECMPO,0.5,,,Diethylbenzene,HNO3,1.0,298.15,1,min,
Am(III)/Eu(III),1.73,"6-methylheptyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",6-MHɸDECMPO,0.5,,,Diethylbenzene,HNO3,2.0,298.15,1,min,
Am(III)/Eu(III),1.7,"6-methylheptyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",6-MHɸDECMPO,0.5,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.52,"6-methylheptyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",6-MHɸDECMPO,0.5,,,Diethylbenzene,HNO3,4.0,298.15,1,min,
Am(III)/Eu(III),1.31,"6-methylheptyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",6-MHɸDECMPO,0.5,,,Diethylbenzene,HNO3,6.0,298.15,1,min,
Am(III)/Eu(III),25.0,2-ethylhexyl diamide amine,ADAAM(EH),0.04,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III)/Eu(III),25.0,2-ethylhexyl diamide amine,ADAAM(EH),0.06,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III)/Eu(III),25.0,2-ethylhexyl diamide amine,ADAAM(EH),0.1,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III)/Eu(III),25.0,2-ethylhexyl diamide amine,ADAAM(EH),0.2,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III)/Eu(III),25.0,2-ethylhexyl diamide amine,ADAAM(EH),0.3,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III)/Eu(III),25.0,2-ethylhexyl diamide amine,ADAAM(EH),0.4,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III)/Eu(III),25.0,2-ethylhexyl diamide amine,ADAAM(EH),0.5,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III)/Eu(III),25.0,2-ethylhexyl diamide amine,ADAAM(EH),0.6,,,n-Dodecane,HNO3,1.5,298.15,20,min,
Am(III)/Eu(III),7.7,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.0001,293.15,120,min,
Am(III)/Eu(III),7.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00025,293.15,120,min,
Am(III)/Eu(III),5.7,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.001,293.15,120,min,
Am(III)/Eu(III),5.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.01,293.15,120,min,
Am(III)/Eu(III),0.6,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.1,293.15,120,min,
Am(III)/Eu(III),0.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,1.0,293.15,120,min,
Am(III)/Eu(III),7.4,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,0.1M NaNO3
Am(III)/Eu(III),7.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,0.5M NaNO3
Am(III)/Eu(III),7.3,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,1M NaNO3
Am(III)/Eu(III),7.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,2M NaNO3
Am(III)/Eu(III),7.3,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,3M NaNO3
Am(III)/Eu(III),7.3,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,4M NaNO3
Am(III)/Eu(III),2.5,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,5,min,
Am(III)/Eu(III),3.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,15,min,
Am(III)/Eu(III),7.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,30,min,
Am(III)/Eu(III),7.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,60,min,
Am(III)/Eu(III),7.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,120,min,
Am(III)/Eu(III),7.0,"N,N-diethyl-1,10-phenanthroline-2-carboxamide",C2-PTA,0.2,,,Chloroform,HNO3,0.00023,293.15,180,min,
Am(III)/Eu(III),1.4,"N,N-dibutyl-1,10-phenanthroline-2-carboxamide",C4-PTA,0.2,,,Chloroform,HNO3,0.0001,293.15,120,min,
Am(III)/Eu(III),1.5,"N,N-dibutyl-1,10-phenanthroline-2-carboxamide",C4-PTA,0.2,,,Chloroform,HNO3,0.00025,293.15,120,min,
Am(III)/Eu(III),1.4,"N,N-dibutyl-1,10-phenanthroline-2-carboxamide",C4-PTA,0.2,,,Chloroform,HNO3,0.001,293.15,120,min,
Am(III)/Eu(III),1.4,"N,N-dibutyl-1,10-phenanthroline-2-carboxamide",C4-PTA,0.2,,,Chloroform,HNO3,0.01,293.15,120,min,
Am(III)/Eu(III),3.0,"N,N-dibutyl-1,10-phenanthroline-2-carboxamide",C4-PTA,0.2,,,Chloroform,HNO3,0.1,293.15,120,min,
Am(III)/Eu(III),0.5,"N,N-dibutyl-1,10-phenanthroline-2-carboxamide",C4-PTA,0.2,,,Chloroform,HNO3,1.0,293.15,120,min,
Amγ/Cmγ,4.3,"2,6-bis[5-(2,2-dimethyl-propyl)-1H-pyrazol-3-yl]-pyridine",C5-BPP,0.4,TEHP,0.15,"isooctane/tert-butyl benzene, 2:8",HNO3,0.13,,30,min,single centrifugal contactor test; calc SF = 4.8
Amγ/Euγ,460.0,"2,6-bis[5-(2,2-dimethyl-propyl)-1H-pyrazol-3-yl]-pyridine",C5-BPP,0.4,TEHP,0.15,"isooctane/tert-butyl benzene, 2:8",HNO3,0.13,,30,min,single centrifugal contactor test;
Am(III)/Eu(III),70.45,"2,6-bis[5-(2,2-dimethyl-propyl)-1H-pyrazol-3-yl]-pyridine",C5-BPP,0.01,,,kerosene,HNO3,0.2,293.15,45,min,0.5M 2-bromohexanoic acid
Am(III)/Eu(III),96.34,"2,6-bis[5-(2,2-dimethyl-propyl)-1H-pyrazol-3-yl]-pyridine",C5-BPP,0.01,,,kerosene,HNO3,0.3,293.15,45,min,0.5M 2-bromohexanoic acid
Am(III)/Eu(III),97.79,"2,6-bis[5-(2,2-dimethyl-propyl)-1H-pyrazol-3-yl]-pyridine",C5-BPP,0.01,,,kerosene,HNO3,0.5,293.15,45,min,0.5M 2-bromohexanoic acid
Am(III)/Eu(III),113.51,"2,6-bis[5-(2,2-dimethyl-propyl)-1H-pyrazol-3-yl]-pyridine",C5-BPP,0.01,,,kerosene,HNO3,0.7,293.15,45,min,0.5M 2-bromohexanoic acid
Am(III)/Eu(III),124.12,"2,6-bis[5-(2,2-dimethyl-propyl)-1H-pyrazol-3-yl]-pyridine",C5-BPP,0.01,,,kerosene,HNO3,1.2,293.15,45,min,0.5M 2-bromohexanoic acid
Am/Y,1000.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/La,30000.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/Ce,6800.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/Pr,2150.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/Nd,810.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/Sm,240.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/Eu,180.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/Gd,230.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/Dy,72.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am/Ho,42.0,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
