names,SMILES,m,sigma,epsilon_k,mu,kappa_ab,epsilon_k_ab
propyl cyclopropanecarboxylate,CCCOC(=O)C1CC1,3.75193429,3.72894001,266.0879517,3.02033329,0,0
butyl cyclopropanecarboxylate,CCCCOC(=O)C1CC1,3.938256502,3.789916039,269.2866516,3.151607037,0,0
pentyl cyclopropanecarboxylate,CCCCCOC(=O)C1CC1,4.182237148,3.901480675,272.2209473,3.27017498,0,0
"diethyl cyclopropane-1,1-dicarboxylate",CCOC(=O)C1(C(=O)OCC)CC1,4.657035828,3.67517519,276.4104309,3.342987537,0,0
"diethyl cyclobutane-1,1-dicarboxylate",CCOC(=O)C1(C(=O)OCC)CCC1,4.829687119,3.708787441,278.3495178,3.374283791,0,0
cyclobutanecarboxylic acid,O=C(O)C1CCC1,3.699203968,3.214693546,301.2187195,0,0.004283932,2427.730225
ethyl cyclobutanecarboxylate,CCOC(=O)C1CCC1,3.732197285,3.666250229,265.0372314,2.947793245,0,0
propylsulfanylbenzene,CCCSc1ccccc1,4.231091499,3.777864218,286.9375305,2.916058064,0,0
propan-2-ylsulfanylbenzene,CC(C)Sc1ccccc1,4.128510475,3.832020998,283.0916443,1.835030913,0,0
butylsulfanylbenzene,CCCCSc1ccccc1,4.499877453,3.857532024,287.8341675,2.972399473,0,0
pentylsulfanylbenzene,CCCCCSc1ccccc1,4.666706562,3.936278343,290.2355042,3.125155449,0,10.66263008
N-methyl-N-phenylnitrous amide,CN(N=O)c1ccccc1,4.324206352,3.22818327,308.3832703,2.829445839,0.00034493,222.6251984
N-ethyl-N-phenylnitrous amide,CCN(N=O)c1ccccc1,4.478013039,3.260724068,304.8662109,2.935632229,0.000251436,177.1555328
N-benzyl-N-ethylethanamine,CCN(CC)Cc1ccccc1,4.105540276,3.890671492,287.6452332,0.231250077,0,23.09228897
"N,N-dipropylaniline",CCCN(CCC)c1ccccc1,4.523488522,3.858706713,289.6791382,2.241133928,0,25.82256317
"1,4-ditert-butylbenzene",CC(C)(C)c1ccc(C(C)(C)C)cc1,4.794428825,3.863120317,278.0606079,0,0,0
1-bromoicosane,CCCCCCCCCCCCCCCCCCCCBr,6.246277809,4.352643967,317.9064941,1.61555624,0,10.16282272
1-azido-4-nitrobenzene,[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,5.019256592,3.19553566,301.3897705,3.094650984,0,39.83611679
"2,5-dihydrothiophene 1,1-dioxide",O=S1(=O)CC=CC1,4.571157455,2.952754498,307.1679993,2.964029789,0,57.66010284
"4-methyl-1,3-dioxane",CC1CCOCO1,3.222766399,3.394467831,270.4163208,2.205744743,0,0
benzylsulfanylmethylbenzene,c1ccc(CSCc2ccccc2)cc1,5.339941502,3.785893679,312.1499634,3.207682133,0,18.33944511
2-(2-phenylphenoxy)ethanol,OCCOc1ccccc1-c1ccccc1,4.983319283,3.631976843,336.3789063,0,0.00392987,2888.166992
"2,3-dihydroxypropyl hexadecanoate",CCCCCCCCCCCCCCCC(=O)OCC(O)CO,5.804911613,4.235055923,325.8536072,0,0.004155769,3555.832031
"2,3-dihydroxypropyl dodecanoate",CCCCCCCCCCCC(=O)OCC(O)CO,5.517819405,4.144711018,317.2102661,0,0.004003506,3393.483643
"2,3-dihydroxypropyl decanoate",CCCCCCCCCC(=O)OCC(O)CO,5.362521172,4.086999893,314.5648499,0,0.004008577,3305.683838
ethyl N-methylcarbamate,CCOC(O)=NC,3.601467133,3.502792835,289.4646912,0,0.003531428,2055.877441
3-methyl-1-[(2-methylpropan-2-yl)oxy]butane,CC(C)CCOC(C)(C)C,3.681558609,4.090397835,254.4142456,2.321086168,0,0
1-propan-2-yl-4-prop-1-en-2-ylbenzene,C=C(C)c1ccc(C(C)C)cc1,4.538465977,3.727962971,279.3436584,0,0,0
"2-methyl-1,3-dioxane",CC1OCCCO1,3.214040756,3.448239565,264.9492188,2.220873117,0,0
"1,1,2,3,3,4,5,5,6-nonafluoro-2,4,6-tris(trifluoromethyl)cyclohexane",FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,4.468155861,4.166862965,210.6675568,0,0,0
dipropyl (Z)-but-2-enedioate,CCCOC(=O)/C=C\C(=O)OCCC,5.289988518,3.745218515,274.8227539,2.336070061,0,0
bis(2-methylbutyl) but-2-enedioate,CCC(C)COC(=O)C=CC(=O)OCC(C)CC,5.650016785,4.014298916,283.8125916,1.543323874,0,0
bis(3-methylbutyl) (Z)-but-2-enedioate,CC(C)CCOC(=O)/C=C\C(=O)OCCC(C)C,5.673241615,3.981670856,286.316864,0.994629443,0,0
dipentyl (E)-but-2-enedioate,CCCCCOC(=O)/C=C/C(=O)OCCCCC,5.761980057,4.009924412,288.6233215,2.138555765,0,0
dipropyl (E)-2-methylbut-2-enedioate,CCCOC(=O)/C=C(\C)C(=O)OCCC,5.351385117,3.79188776,274.4507751,2.370576859,0,0
3-methylbutyl but-2-enoate,CC=CC(=O)OCCC(C)C,4.295200348,3.859665394,265.0184937,3.198328495,0,0
methyl-phenyl-bis(prop-2-enyl)silane,C=CC[Si](C)(CC=C)c1ccccc1,4.682092667,3.848333359,287.5797424,0.14627783,0,0
methyl-diphenyl-prop-2-enylsilane,C=CC[Si](C)(c1ccccc1)c1ccccc1,5.238424301,3.91896677,298.8865662,0,0,0
dimethyl-phenyl-prop-2-enylsilane,C=CC[Si](C)(C)c1ccccc1,4.234226227,3.829138756,283.4879761,0.367529541,0,0
chloromethyl-tris(prop-2-enyl)silane,C=CC[Si](CCl)(CC=C)CC=C,4.49375248,3.761740685,282.4663696,1.89586556,0,0
chloromethyl-methyl-bis(prop-2-enyl)silane,C=CC[Si](C)(CCl)CC=C,4.109033585,3.717006445,274.7289124,1.806233048,0,0
chloromethyl-dimethyl-prop-2-enylsilane,C=CC[Si](C)(C)CCl,3.59417963,3.676483631,267.3584595,1.73177731,0,0
"1,1,1,2,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)-3-(1,1,2,2,2-pentafluoroethoxy)propane",FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4.150835037,4.364139557,200.7501068,0.148228481,0,0
"1,1-dimethyl-2,5-dihydrosilole",C[Si]1(C)CC=CC1,3.23165369,3.685569525,255.0525208,0.102456525,0,0
"1,1-diethyl-2,5-dihydrosilole",CC[Si]1(CC)CC=CC1,3.762164593,3.722290993,266.9547424,0.33306551,0,0
,CCCC[Si]1(CCCC)CC=CC1,4.789069176,3.881501675,278.9517517,0.927529335,0,0
"1,1-diphenyl-2,5-dihydrosilole",C1=CC[Si](c2ccccc2)(c2ccccc2)C1,5.464710236,3.844480515,309.4298706,0,0,0
"1,1-diethoxy-2,5-dihydrosilole",CCO[Si]1(OCC)CC=CC1,4.016996384,3.920258045,266.4691772,3.085817575,0,0
"1,1-difluoro-2,5-dihydrosilole",F[Si]1(F)CC=CC1,3.038514137,3.449659824,241.9804382,2.265137911,0,0
"1,1-dichloro-2,3-dihydrosilole",Cl[Si]1(Cl)C=CCC1,3.549674034,3.559253216,263.2870789,2.316934347,0,0
"4-ethylbenzene-1,3-diamine",CCc1ccc(N)cc1N,4.620008469,3.603821993,315.9814453,0,0.003278787,2596.436768
"5,5-dimethyl-1,3-dioxane",CC1(C)COCOC1,3.356231451,3.676607609,268.7180786,2.245927811,0,0
"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,5.951657295,3.170295238,382.3624268,0,0.005202091,3742.338867
"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,5.957350731,3.154958487,378.8170776,0,0.005113396,3756.700928
1-(2-propoxyethoxy)propane,CCCOCCOCCC,3.964744568,3.881374598,263.4819336,0.350532651,0,0
oxaldehyde,O=CC=O,2.536819458,2.973130703,262.6390686,1.982169747,0,0
isocyanomethane,[C-]#[N+]C,2.90184617,3.265582323,234.5043945,2.517916918,0,0
1-phenylpropan-1-ol,CCC(O)c1ccccc1,3.734652996,3.768465042,297.7900696,0,0.003765747,2447.942871
3-ethoxypropan-1-ol,CCOCCCO,3.161644459,3.714756966,293.8080444,0,0.004171699,1932.502808
"tricyclo[3.3.0.02,6]octane",C1CC2C3CCC2C13,3.732802391,3.622712135,257.6074219,1.620012283,0,0
2-ethylsulfinyl-2-methylpropane,CCS(=O)C(C)(C)C,4.467164993,3.479348421,280.7774963,3.318570375,0,0
N-(2-methylpropyl)butan-1-amine,CCCCNCC(C)C,3.118674278,4.305557251,276.3323059,0,0.002991171,1780.65271
1-bromo-2-chloropropane,CC(Cl)CBr,3.245680094,3.463690758,266.1433411,0.448884159,0,0
2-phenylnaphthalene,c1ccc(-c2ccc3ccccc3c2)cc1,5.67250824,3.583694935,322.8016968,0,0,0
"1,4-diisocyanatobutane",O=C=NCCCCN=C=O,4.362542152,3.287403584,291.0582275,3.18063283,0,13.90321541
"1,8-diisocyanatooctane",O=C=NCCCCCCCCN=C=O,5.078837872,3.762649059,306.8867798,3.540637732,0,41.88138199
cyclopentane; ruthenium,[CH]1C=CC=C1.[CH]1C=CC=C1.[Ru],5.073882103,3.405610323,306.4063416,2.16813159,0.000529554,442.8809814
"(4aR,4bS,8aR,10aS)-1,2,3,4,4a,4b,5,6,7,8,8a,9,10,10a-tetradecahydrophenanthrene",C1CC[C@@H]2[C@@H](C1)CC[C@H]1CCCC[C@@H]12,4.945474148,3.986309767,294.9060669,0.501266181,0.000169642,148.7152405
"2-methylpropane-1,2-diol",CC(C)(O)CO,3.698562622,3.268796206,285.9151917,0,0.004319546,2394.218018
(5r)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,C=C(C)[C@H]1CC=C(C)C(=O)C1,4.552267075,3.565189838,280.5593262,3.138275862,0,11.8093853
diethyl 2-butylpropanedioate,CCCCC(C(=O)OCC)C(=O)OCC,5.274664879,3.849945307,268.9645386,1.054950953,0,0
diethyl 2-hexadecylpropanedioate,CCCCCCCCCCCCCCCCC(C(=O)OCC)C(=O)OCC,6.325991154,4.542687893,317.0883789,2.986999035,0,0
"6-(1,3-dioxoisoindol-2-yl)hexanoic acid",O=C(O)CCCCCN1C(=O)c2ccccc2C1=O,5.887664795,3.513470173,360.7307434,0.130882949,0.004417769,3318.567871
"1,4-diazabicyclo[2.2.2]octane",C1CN2CCN1CC2,3.779601574,3.596786976,288.828186,0,0,18.29623985
"hexacyclo[16.3.1.02,7.08,21.011,20.014,19]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene",c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,6.472644806,3.865967274,378.8339844,0,0,19.68040276
"copper;N,N-diethylcarbamodithioate",CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Cu+2],6.406002522,3.680251837,376.0595398,0.542735517,0,36.3523674
"1,3-dimethyl-1H-indene",CC1=CC(C)c2ccccc21,4.239805222,3.757156134,285.9331055,0,0,0
"tetrakis(2,2,3,3-tetrafluoropropyl) silicate",FC(F)C(F)(F)CO[Si](OCC(F)(F)C(F)F)(OCC(F)(F)C(F)F)OCC(F)(F)C(F)F,5.045455933,4.588436604,272.2957764,3.565670252,0,22.281744
"1,1,2,2,3,4,4,5,5,6-decafluoro-3,6-bis(trifluoromethyl)cyclohexane",FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,4.263116837,4.005432606,208.3633728,0,0,0
"1,1,2,2,3,3,4,4,5,6-decafluoro-5,6-bis(trifluoromethyl)cyclohexane",FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,4.30841732,4.035982132,208.513916,0,0,0
1-fluoro-3-(trifluoromethyl)benzene,Fc1cccc(C(F)(F)F)c1,3.498122931,3.479692459,242.601944,2.519526482,0,0
adamantane-1-carbonitrile,N#CC12CC3CC(CC(C3)C1)C2,4.910829544,3.721280098,303.704071,3.408827543,0,0
"1,1,2,2,3,3,4,4,5,5,6-undecafluorocyclohexane",FC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,3.846129417,3.790993214,201.9270782,1.943689585,0,0
propyl but-2-enoate,CC=CC(=O)OCCC,3.86435461,3.740230083,261.6611938,2.980320454,0,0
pentyl but-2-enoate,CC=CC(=O)OCCCCC,4.41686964,3.826796532,266.0194397,3.191930771,0,0
propyl 3-phenylprop-2-enoate,CCCOC(=O)C=Cc1ccccc1,4.975412369,3.819622755,295.6232605,3.436120272,0,20.95196915
butyl 3-phenylprop-2-enoate,CCCCOC(=O)C=Cc1ccccc1,5.156708717,3.867158651,297.8740845,3.490147591,0,22.24238777
"5,10,15,20-tetraphenyl-21,23-dihydroporphyrin",C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,6.909343243,4.184733391,507.2356262,0,0.005964265,3428.078369
tetradecylcyclohexane,CCCCCCCCCCCCCCC1CCCCC1,6.042471886,4.248469353,301.0031433,0,0,0
"(4R,6S)-4,6-dimethyl-1,3-dioxane",C[C@@H]1C[C@H](C)OCO1,3.485854149,3.831476688,270.3569641,2.511143208,0,0
xanthen-9-one,O=c1c2ccccc2oc2ccccc12,5.528515339,3.444854975,338.6952209,3.18219924,0.000191095,143.5519104
tris(4-methylphenyl) borate,Cc1ccc(OB(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,6.225872517,4.0289011,333.7928772,0,0,23.8353653
tetrakis(prop-2-enyl)silane,C=CC[Si](CC=C)(CC=C)CC=C,4.585335732,3.862335443,272.063446,0,0,0
methyl-tris(prop-2-enyl)silane,C=CC[Si](C)(CC=C)CC=C,4.191580772,3.830197811,263.5005493,0,0,0
dimethyl-bis(prop-2-enyl)silane,C=CC[Si](C)(C)CC=C,3.682920456,3.804870129,257.62854,0,0,0
trimethyl(prop-2-enyl)silane,C=CC[Si](C)(C)C,3.047207355,3.886541367,248.2623901,0.437414885,0,0
phenyl-tris(prop-2-enyl)silane,C=CC[Si](CC=C)(CC=C)c1ccccc1,5.090763569,3.903745413,291.546814,0,0,0
diphenyl-bis(prop-2-enyl)silane,C=CC[Si](CC=C)(c1ccccc1)c1ccccc1,5.453104019,3.989143133,306.2332764,0,0,0
triphenyl(prop-2-enyl)silane,C=CC[Si](c1ccccc1)(c1ccccc1)c1ccccc1,5.76914072,3.997716427,318.3992004,0,0,0
"(1S,2S)-1,2-dibromocyclohexane",Br[C@H]1CCCC[C@@H]1Br,4.492815971,3.655048847,281.349823,1.146553397,0,0
antimony(3+);ethanolate,CC[O-].CC[O-].CC[O-].[Sb+3],4.266461372,3.678606749,283.1548767,3.189450502,0,0
trispiro[2.0.0.25.14.13]nonane,C1CC12CC21CC12CC2,3.633332253,3.827638149,264.7948608,0,0,0
trispiro[2.0.24.0.27.03]nonane,C1CC12C1(CC1)C21CC1,3.713327885,3.894537687,262.0503845,0,0,0
difluoromethoxy(difluoro)methane,FC(F)OC(F)F,2.760773659,3.353755951,204.3432312,1.862940192,0,0
cyclohexylmethanol,OCC1CCCCC1,3.645029545,3.73231411,275.8238831,0,0.004041843,2681.821533
5-methylhexan-2-ol,CC(C)CCC(C)O,3.36546731,3.938224554,264.4349365,0,0.003824068,2552.891602
heptyl formate,CCCCCCCOC=O,4.180922508,3.725887537,262.9768372,3.104986429,0,0
cyclohexyl propanoate,CCC(=O)OC1CCCCC1,4.138964653,3.796070099,273.2193604,3.202067852,0,0
methyl 2-chloropropanoate,COC(=O)C(C)Cl,3.50077486,3.383361816,263.858551,2.664218903,0,0
methyl 4-chlorobutanoate,COC(=O)CCCCl,3.936214924,3.43490386,274.0006104,2.838153601,0,0
hexyl 2-methylpropanoate,CCCCCCOC(=O)C(C)C,4.521014214,3.903590441,260.644104,3.268993855,0,0
"2,6-dimethylcyclohexan-1-ol",CC1CCCC(C)C1O,3.726789474,3.814037323,273.1555786,0,0.003575922,2523.607178
phenyl 2-phenylacetate,O=C(Cc1ccccc1)Oc1ccccc1,5.169494629,3.602843761,309.6704102,3.114985228,0.000237661,187.96521
benzyl 2-phenylacetate,O=C(Cc1ccccc1)OCc1ccccc1,5.347585678,3.728814602,316.1784363,3.343677998,0.000114658,88.49127197
heptatriacontane,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,6.769185066,5.164330482,369.8775024,0.179811612,0,0
octatriacontane,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,6.782612801,5.221993923,373.6208801,0.261233091,0,0
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-hexacosafluorododecane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.1541996,4.49075222,239.2926483,0,0,0
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-triacontafluorotetradecane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.510977745,4.629768372,259.8936462,0,0,29.48037148
1-methoxy-4-[(e)-prop-1-enyl]benzene,C/C=C/c1ccc(OC)cc1,4.541978836,3.78360033,287.7619629,3.21704936,0,20.99020958
undecyl formate,CCCCCCCCCCCOC=O,5.029928207,3.945260286,277.7446899,3.44907546,0,0
"N,N-diethylbenzamide",CCN(CC)C(=O)c1ccccc1,4.929918766,3.563518047,303.0357971,3.331306696,0,12.46398449
2-phenyl-1-piperidin-1-ylethanone,O=C(Cc1ccccc1)N1CCCCC1,5.05619669,3.742456913,316.3948364,3.375351429,0,15.88028717
,CCCC[B-]1(CCCC)CCC[NH2+]1,5.111895561,3.842257023,280.6189575,0,0,0
"(1S,6R)-bicyclo[4.1.0]hept-3-ene",C1=CC[C@H]2C[C@H]2C1,3.129820824,3.615119457,259.5370789,0.38287577,0,0
"tricyclo[4.1.0.02,4]heptane",C1C2CC2C2CC12,3.239100695,3.7745471,257.9486694,0,0,0
2-[2-(2-ethoxyethoxy)ethoxy]ethanol,CCOCCOCCOCCO,4.042452812,3.945659399,315.3280334,0,0.0038955,2264.575439
cyclododecyl formate,O=COC1CCCCCCCCCCC1,5.059062004,3.857728481,288.7339478,3.413285255,0,0
,[CH2]C=C.[CH]1C=CC=C1.[Pd],4.279502869,3.694855213,275.4822998,2.076926947,0,51.44931793
cyclooctene,C1=C\CCCCCC/1,3.725370407,3.590146303,258.9101563,0,0,0
(4-methoxyphenyl)-(4-methoxyphenyl)imino-oxidoazanium,COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,5.446709633,3.604023933,307.3406677,3.36268568,0.00010367,86.37268829
methyl (2S)-2-hydroxy-2-phenylacetate,COC(=O)[C@@H](O)c1ccccc1,4.442485809,3.541451693,311.0453796,0,0.003335587,2564.968506
"1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-icosafluorodec-1-ene",FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.739509583,4.204051495,213.1190186,0.106447056,0,0
"1,1,2,2,3,3,4,4,5,5,6-undecafluoro-6-[1,1,2,3,3,3-hexafluoro-2-(trifluoromethyl)propyl]cyclohexane",FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4.706113815,4.210943699,218.7954407,0,0,0
tetranitromethane,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.724222422,3.514457226,249.9188538,2.386277676,0,15.3124752
decan-3-one,CCCCCCCC(=O)CC,4.549748421,3.90871954,268.3479614,3.397067785,0,0
decan-5-one,CCCCCC(=O)CCCC,4.504134655,3.895134687,267.8485718,3.363223076,0,0
undecan-3-one,CCCCCCCCC(=O)CC,4.818368912,3.966454029,271.34729,3.4965415,0,0
undecan-4-one,CCCCCCCC(=O)CCC,4.800830841,3.970612049,270.5133362,3.489345551,0,0
undecan-5-one,CCCCCCC(=O)CCCC,4.786509514,3.949936867,270.8354492,3.461622,0,0
dodecan-3-one,CCCCCCCCCC(=O)CC,5.054421425,3.96654129,273.9948425,3.555617332,0,0
dodecan-4-one,CCCCCCCCC(=O)CCC,5.02900219,3.974355698,273.7709961,3.546144247,0,0
dodecan-6-one,CCCCCCC(=O)CCCCC,5.019495964,3.950919628,273.7953491,3.519919634,0,0
tridecan-3-one,CCCCCCCCCCC(=O)CC,5.241701603,3.998707294,276.8561401,3.60632062,0,0
tridecan-6-one,CCCCCCCC(=O)CCCCC,5.23196125,4.003896236,274.9594116,3.574852943,0,0
tetradecan-3-one,CCCCCCCCCCCC(=O)CC,5.459964752,4.021626472,281.1431274,3.62713933,0,0
"3,6-dihydro-2H-pyran",C1=CCOCC1,3.073956251,3.599486828,253.9244232,2.400787354,0,0
"1,2-dibromocyclohexane",BrC1CCCCC1Br,4.268760681,3.589836597,285.3890991,0.165058374,0,0
"1,3-diphenylpropan-2-one",O=C(Cc1ccccc1)Cc1ccccc1,5.382874489,3.702667236,314.8167419,3.434983969,0,12.07118511
chloro(trinitro)methane,O=[N+]([O-])C(Cl)([N+](=O)[O-])[N+](=O)[O-],3.918138981,3.57041502,248.4812775,2.803490877,0,17.22920227
"1,1-dichloro-2-fluoroethene",FC=C(Cl)Cl,2.889335871,3.259571791,237.4863281,1.716633439,0,0
3-methyl-1-phenylbutan-1-one,CC(C)CC(=O)c1ccccc1,4.529604435,3.749315977,290.1760559,3.314448595,0,0
"2,2-dimethyl-1-phenylpropan-1-one",CC(C)(C)C(=O)c1ccccc1,4.396512508,3.739798546,286.1268005,3.26475668,0,0
pentadecylcyclohexane,CCCCCCCCCCCCCCCC1CCCCC1,6.114398003,4.294328213,304.7875061,0,0,0
"2-fluoro-1,3,5-trimethylbenzene",Cc1cc(C)c(F)c(C)c1,3.832283497,3.743903637,272.3635559,1.666756511,0,0
"2,2,3,3,3-pentafluoropropanoic acid",O=C(O)C(F)(F)C(F)(F)F,3.631980181,3.321991444,225.4899445,0,0.002856184,1914.181274
"2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid",O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.135560513,3.36720705,240.6968536,0,0.003054592,2494.853516
"2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid",O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.264939308,3.441705227,247.0138702,0,0.003143507,2636.496338
"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoic acid",O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.3490448,3.5001688,253.624649,0,0.003244991,2729.955078
"2,2-dibromo-1,1,1-trifluoroethane",FC(F)(F)C(Br)Br,3.182235241,3.51272583,235.3068542,1.953795075,0,0
"3-bromo-1,1,1-trifluoropropane",FC(F)(F)CCBr,3.156672478,3.587500572,228.4352264,2.291144609,0,0
"2,3-dibromo-1,1,1-trifluoropropane",FC(F)(F)C(Br)CBr,3.501600266,3.633248329,248.0550537,2.422717571,0,0
"2-bromo-1-chloro-1,1-difluoropropane",CC(Br)C(F)(F)Cl,3.202397823,3.597006798,244.3211517,2.41693449,0,0
"1,1,2,2,3,3,3a,4,4,5,5,5a,6,6,7,7,8,8,8a,8b-icosafluoroacenaphthylene",FC1(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C3(F)C(F)(F)C(F)(F)C(F)(C1(F)F)C23F,4.855810165,4.292391777,234.2257233,0,0,0
"1,1,2,2,3,3,4,4,4a,4b,5,5,6,6,7,7,8,8,8a,9,9,10,10,10a-tetracosafluorophenanthrene",FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,5.271951675,4.513837337,249.4542847,0,0,0
"1,1,2,2,3,3,3a,4,4,5,5,6,6,6a,6b,7,7,8,8,9,9,10,10,10a,10b,10c-hexacosafluorofluoranthene",FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C3(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C31F,5.363764763,4.573184013,255.3468018,0,0,37.21698761
"1,1,2-trimethylhydrazine",CNN(C)C,2.677591324,3.576052666,259.6233215,0.165558323,0.003038769,990.7976074
1-fluoro-2-(trifluoromethyl)benzene,Fc1ccccc1C(F)(F)F,3.522844791,3.507032394,242.5371094,2.568710804,0,0
1-fluoro-4-(trifluoromethyl)benzene,Fc1ccc(C(F)(F)F)cc1,3.498137951,3.415511131,240.6175842,2.439199448,0,0
1-chloro-3-(trifluoromethyl)benzene,FC(F)(F)c1cccc(Cl)c1,3.622558832,3.616816998,258.8648682,2.693001032,0,0
1-chloro-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Cl)cc1,3.758037806,3.54853034,255.9365082,2.649178505,0,0
"1,2-dichloro-4-(trifluoromethyl)benzene",FC(F)(F)c1ccc(Cl)c(Cl)c1,4.113057613,3.590572357,263.8165283,2.68559432,0,0
tridecanenitrile,CCCCCCCCCCCCC#N,5.442932129,3.913688421,292.135498,3.553670406,0,15.3566618
"(1R,5R)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",CC1=CC[C@@H]2C[C@H]1C2(C)C,3.778646946,3.807608843,262.8440857,0,0,0
N-[bis(trifluoromethyl)phosphinothioyl]-N-methylmethanamine,CN(C)P(=S)(C(F)(F)F)C(F)(F)F,4.309211731,3.49574852,240.541626,2.642699242,0,0
,CN(C)P(F)(=S)C(F)(F)F,4.050308228,3.310854435,244.8615112,2.604546785,0,19.43274117
,NP(=S)(C(F)(F)F)C(F)(F)F,3.938322544,3.321714878,238.6330414,0.219549447,0.002026589,1570.560425
fluoro-sulfanylidene-bis(trifluoromethyl)-lambda5-phosphane,FC(F)(F)P(F)(=S)C(F)(F)F,3.471988201,3.571548939,190.8353882,0,0,26.54280472
chloro-sulfanylidene-bis(trifluoromethyl)-lambda5-phosphane,FC(F)(F)P(=S)(Cl)C(F)(F)F,3.560538292,3.53889513,215.5563354,0.158963233,0,0
bromo-sulfanylidene-bis(trifluoromethyl)-lambda5-phosphane,FC(F)(F)P(=S)(Br)C(F)(F)F,3.705846786,3.533761501,222.7744598,0.129075333,0,0
bis(trifluoromethylsulfanyl)phosphane,FC(F)(F)SPSC(F)(F)F,3.731746912,3.665231466,230.0727234,2.347111225,0,16.14120102
2-[4-(oxiran-2-yl)butyl]oxirane,C(CCC1CO1)CC1CO1,4.336890221,3.718219995,288.7883301,3.106689692,0,0
"2,4,6-trimethyl-1,3,5,2,4,6-trioxatriborinane",CB1OB(C)OB(C)O1,3.042272329,3.798836231,249.8303833,0.813830793,0,0
methylboronic acid,CB(O)O,3.593125343,2.865013599,276.0355835,0.163266599,0.003800979,1738.054199
difluoro(methyl)borane,CB(F)F,2.250192404,3.384949207,173.0131683,1.665118933,0,0
fluoro(dimethyl)borane,CB(C)F,2.231009483,3.54589653,192.0880127,1.54413259,0,14.46343899
trifluoro-(trimethylazaniumyl)boranuide,C[N+](C)(C)[B-](F)(F)F,4.512148857,3.711917162,283.1839905,0,0,0
