1,200,1050.9
1,201,1342.0
1,202,396.4
1,203,188.8
1,204,836.5
1,205,-1.3
1,206,876.7
1,207,-116.7
1,208,1986.2
1,209,5067.4
1,210,686.0
1,211,1726.1
1,212,186.1
1,213,812.4
1,214,3479.2
1,215,5769.4
1,216,4115.9
1,217,83.4
1,218,5074.1
1,219,6017.2
1,220,514.8
1,221,541.9
1,222,153.4
2,200,1370.3
2,201,124.4
2,202,-111.7
2,203,-160.3
2,204,2320.9
2,205,-190.8
2,206,5167.5
2,207,7060.3
2,208,577.6
2,209,6486.2
2,210,4692.6
2,211,729.7
2,212,103.2
2,213,-124.2
2,214,3765.1
2,215,9071.1
2,216,1182.2
2,217,534.6
2,218,4854.8
2,219,5248.7
2,220,325.7
2,221,213.1
2,222,128.2
3,200,509.4
3,201,899.0
3,202,1278.5
3,203,-303.1
3,204,4099.5
3,205,-312.9
3,206,4099.2
3,207,4043.4
3,208,2988.3
3,209,3763.9
3,210,8394.3
3,211,1298.4
3,212,133.8
3,213,5063.9
3,214,164.3
3,215,3980.6
3,216,3320.4
3,217,284.6
3,218,4634.6
3,219,5040.5
3,220,-40.7
3,221,621.1
3,222,-8.4
4,200,4086.0
4,201,584.9
4,202,125.3
4,203,-96.5
4,204,124.2
4,205,-189.4
4,206,4228.6
4,207,3297.0
4,208,2209.3
4,209,3620.6
4,210,5729.6
4,211,3281.2
4,212,804.1
4,213,4873.3
4,214,2282.5
4,215,5569.0
4,216,5356.8
4,217,469.9
4,218,4859.8
4,219,4284.6
4,220,508.9
4,221,355.2
4,222,339.4
5,200,-90.9
5,201,-185.3
5,202,-224.6
5,203,-255.6
5,204,-48.1
5,205,-272.4
5,206,-333.1
5,207,3586.1
5,208,-179.3
5,209,-487.6
5,210,367.5
5,211,13.1
5,212,325.3
5,213,399.3
5,214,161.9
5,215,0.3
5,216,-175.3
5,217,73.5
5,218,-212.1
5,219,107.5
5,220,41.4
5,221,-62.4
5,222,-53.9
6,200,140.6
6,201,-14.5
6,202,-45.6
6,203,-49.1
6,204,433.5
6,205,nan
6,206,-133.6
6,207,2429.1
6,208,nan
6,209,-596.7
6,210,nan
6,211,259.0
6,212,238.4
6,213,1360.7
6,214,3286.3
6,215,nan
6,216,-586.7
6,217,486.3
6,218,155.0
6,219,480.2
6,220,332.3
6,221,-22.7
6,222,55.4
7,200,-29.4
7,201,-61.6
7,202,-123.2
7,203,-167.5
7,204,75.9
7,205,nan
7,206,-153.8
7,207,837.4
7,208,nan
7,209,-460.5
7,210,-469.3
7,211,11.7
7,212,-301.6
7,213,-107.3
7,214,158.1
7,215,-213.0
7,216,129.4
7,217,26.3
7,218,-165.5
7,219,504.0
7,220,-88.1
7,221,-109.8
7,222,-251.7
9,200,689.4
9,201,555.9
9,202,-89.8
9,203,97.6
9,204,-93.9
9,205,-109.0
9,206,2643.6
9,207,2758.3
9,208,533.8
9,209,2865.3
9,210,4998.2
9,211,1974.4
9,212,233.1
9,213,3143.4
9,214,1223.7
9,215,4710.5
9,216,1275.2
9,217,1063.9
9,218,2833.7
9,219,3548.4
9,220,293.2
9,221,-64.6
9,222,57.1
11,200,-118.3
11,201,-417.2
11,202,3524.1
11,203,229.0
11,204,55.5
11,205,-378.2
11,206,4081.0
11,207,2222.2
11,208,438.0
11,209,3394.8
11,210,1214.7
11,211,8.7
11,212,272.6
11,213,4349.4
11,214,855.7
11,215,3748.9
11,216,240.1
11,217,510.2
11,218,-14.7
11,219,6821.6
11,220,-262.7
11,221,79.0
11,222,-283.8
13,200,6527.5
13,201,48.9
13,202,-3.7
13,203,174.4
13,204,-217.6
13,205,51.9
13,206,4292.4
13,207,3418.9
13,208,824.3
13,209,4810.1
13,210,5023.1
13,211,849.5
13,212,88.7
13,213,1311.9
13,214,225.8
13,215,4750.9
13,216,3902.7
13,217,666.0
13,218,2938.0
13,219,5121.8
13,220,3.6
13,221,-42.7
13,222,741.7
16,200,43.0
16,201,-287.2
16,202,-79.4
16,203,263.1
16,204,3118.7
16,205,1691.1
16,206,2757.1
16,207,2821.8
16,208,nan
16,209,3347.4
16,210,22.8
16,211,345.8
16,212,-23.8
16,213,-163.4
16,214,14.5
16,215,473.3
16,216,-56.4
16,217,213.1
16,218,-478.3
16,219,-355.7
16,220,-310.3
16,221,-333.6
16,222,-378.6
18,200,-359.5
18,201,-511.6
18,202,-458.5
18,203,-297.5
18,204,-458.6
18,205,nan
18,206,-378.2
18,207,-431.3
18,208,nan
18,209,6855.0
18,210,3851.6
18,211,5879.8
18,212,-294.6
18,213,4239.6
18,214,13.3
18,215,5017.3
18,216,-271.3
18,217,-83.1
18,218,7172.3
18,219,5947.0
18,220,-42.5
18,221,-251.6
18,222,-387.3
19,200,6339.2
19,201,-161.7
19,202,-89.3
19,203,-77.8
19,204,183.3
19,205,nan
19,206,8301.5
19,207,5278.8
19,208,nan
19,209,286.4
19,210,4130.4
19,211,5320.3
19,212,-244.8
19,213,-133.9
19,214,4618.9
19,215,nan
19,216,3937.3
19,217,3862.6
19,218,5382.9
19,219,7248.2
19,220,304.4
19,221,-10.5
19,222,71.1
20,200,330.5
20,201,-175.5
20,202,20.7
20,203,-134.6
20,204,-423.6
20,205,-348.6
20,206,-398.0
20,207,-440.1
20,208,nan
20,209,3214.2
20,210,-395.7
20,211,-1.2
20,212,-58.2
20,213,-36.0
20,214,-67.3
20,215,34.3
20,216,1100.2
20,217,-72.6
20,218,3850.5
20,219,-242.1
20,220,-327.7
20,221,-350.8
20,222,-265.8
21,200,8.4
21,201,230.5
21,202,131.0
21,203,185.4
21,204,-68.0
21,205,71.8
21,206,160.0
21,207,1908.8
21,208,nan
21,209,5445.6
21,210,330.4
21,211,5052.9
21,212,171.8
21,213,256.7
21,214,57.1
21,215,3681.8
21,216,-45.0
21,217,476.8
21,218,245.9
21,219,5017.3
21,220,3742.1
21,221,183.0
21,222,377.2
22,200,67.7
22,201,512.7
22,202,-265.2
22,203,212.4
22,204,1533.8
22,205,380.4
22,206,30.7
22,207,-475.0
22,208,nan
22,209,4524.7
22,210,2696.7
22,211,3284.7
22,212,21.1
22,213,535.5
22,214,33.1
22,215,4052.6
22,216,324.2
22,217,847.4
22,218,4120.2
22,219,911.4
22,220,529.1
22,221,208.5
22,222,3379.1
23,200,4042.8
23,201,206.9
23,202,212.8
23,203,578.2
23,204,4633.8
23,205,46.3
23,206,155.0
23,207,-18.9
23,208,nan
23,209,-311.1
23,210,207.8
23,211,456.2
23,212,-113.0
23,213,-147.9
23,214,118.4
23,215,6228.2
23,216,65.6
23,217,2370.7
23,218,3019.7
23,219,120.2
23,220,5559.3
23,221,33.5
23,222,-104.6
24,200,2878.8
24,201,1210.0
24,202,3213.4
24,203,1380.6
24,204,4259.1
24,205,3293.6
24,206,267.0
24,207,1980.0
24,208,nan
24,209,4782.1
24,210,2237.7
24,211,3719.3
24,212,216.9
24,213,508.4
24,214,6206.8
24,215,3676.1
24,216,225.7
24,217,99.7
24,218,1097.0
